Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Current u.s state of residence,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6430b28c53b599970ff8da6c,5f2f6bd965964e35e20c7445,APPROVED,2023-04-08T00:17:21.125000Z,2023-04-08T00:49:29.130000Z,2023-04-12T16:10:01.704000,2023-04-08T00:49:29.473569Z,1929,C12OLERP,1001,Texas (TX),English,55,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6430bdac3ee065de79f748ff,62a0b24d821f4d3e32c42c2e,RETURNED,2023-04-08T01:04:53.746000Z,2023-04-08T01:06:51.301000Z,,2023-04-08T01:06:51.754000Z,,NOCODE,358,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6430c4d57344bcd7a92931b9,628c2454c8c66010dd87391d,APPROVED,2023-04-08T01:35:24.619000Z,2023-04-08T02:07:21.177000Z,2023-04-12T16:10:01.888000,2023-04-08T02:07:21.636378Z,1917,C12OLERP,1669,Washington (WA),English,32,Male,White,United States,United States,United States,English,DATA_EXPIRED,Unemployed (and job seeking)
64317a080590fe0d5590d350,612d576fd75b6c46b4cefc6e,APPROVED,2023-04-08T14:28:29.483000Z,2023-04-08T15:12:53.290000Z,2023-04-12T16:10:02.073000,2023-04-08T15:12:53.717752Z,2664,C12OLERP,1307,Texas (TX),"English, Portuguese",49,Male,White,United States,United States,United States,English,No,Part-Time
64317af10782d336fb90d350,5c0065c9b18ed30001943bfd,APPROVED,2023-04-08T14:33:52.513000Z,2023-04-08T15:36:55.076000Z,2023-04-12T16:10:02.279000,2023-04-08T15:36:55.567968Z,3783,C12OLERP,259,North Carolina (NC),English,33,Female,White,United States,United States,United States,English,No,Full-Time
64317d5f514abb762e418201,60fde4c44dde3e3f346ac1db,APPROVED,2023-04-08T14:42:43.803000Z,2023-04-08T15:15:49.367000Z,2023-04-12T16:10:02.451000,2023-04-08T15:15:49.721602Z,1986,C12OLERP,684,Texas (TX),English,36,Female,White,United States,United States,United States,English,Yes,Full-Time
64317faea9837c46de8d9293,5ddc3ccd108b67ba3b7efa5a,APPROVED,2023-04-08T14:53:35.137000Z,2023-04-08T15:37:52.338000Z,2023-04-12T16:10:02.620000,2023-04-08T15:37:52.728878Z,2658,C12OLERP,1818,North Carolina (NC),English,53,Female,White,United States,United States,United States,English,Yes,Unemployed (and job seeking)
643180987f5ec2cbf0f6009e,56db4c217dcddf000bd5853c,APPROVED,2023-04-08T14:56:30.164000Z,2023-04-08T15:23:32.813000Z,2023-04-12T16:10:02.784000,2023-04-08T15:23:33.273765Z,1623,C12OLERP,4243,Kentucky (KY),English,64,Female,White,United States,United States,United States,English,No,Part-Time
6431844a50054ce3b9eb6caa,5b98940f754b700001f0f15c,APPROVED,2023-04-08T15:12:16.509000Z,2023-04-08T16:02:33.988000Z,2023-04-12T16:10:02.979000,2023-04-08T16:02:34.392081Z,3018,C12OLERP,3041,Arkansas (AR),English,57,Female,White,United States,United States,United States,English,No,Full-Time
643184cd3cf11474e9dbca65,5cfec17adc24bc00016efa53,APPROVED,2023-04-08T15:14:25.526000Z,2023-04-08T15:45:24.005000Z,2023-04-12T16:10:03.149000,2023-04-08T15:45:24.376215Z,1859,C12OLERP,3125,Texas (TX),English,37,Male,White,United States,United States,United States,English,No,Full-Time
643184e6fb0ed46bf95724b5,6335d094ca5827c5d63b143f,APPROVED,2023-04-08T15:15:15.864000Z,2023-04-08T15:43:19.736000Z,2023-04-12T16:10:03.339000,2023-04-08T15:43:20.065521Z,1684,C12OLERP,621,Idaho (ID),"Spanish, English",40,Male,White,United States,United States,United States,English,No,Full-Time
643184fac3519fdf8ec01a35,5e1b299528c70235eeed62ef,APPROVED,2023-04-08T15:15:11.529000Z,2023-04-08T15:47:10.333000Z,2023-04-12T16:10:03.513000,2023-04-08T15:47:10.717879Z,1919,C12OLERP,1676,North Carolina (NC),English,34,Male,White,United States,United States,United States,English,No,Full-Time
643185305ffb818b74c11d31,5fc107b696c1250962897bcb,APPROVED,2023-04-08T15:16:06.213000Z,2023-04-08T15:52:52.395000Z,2023-04-12T16:10:03.683000,2023-04-08T15:52:53.526733Z,2207,C12OLERP,1687,Texas (TX),"French, English",47,Female,White,United States,United States,United States,English,No,Other
643185b8af93d0188f35bdcd,640100c4a257e711d8b5c0a3,APPROVED,2023-04-08T15:18:22.223000Z,2023-04-08T16:44:11.060000Z,2023-04-12T16:10:03.849000,2023-04-08T16:44:11.515489Z,5149,C12OLERP,172,North Carolina (NC),English,44,Male,White,United States,United States,United States,English,Yes,Unemployed (and job seeking)
6431870b6a4ecd425fd61efa,5d1f71def861790016fafb83,APPROVED,2023-04-08T15:24:00.794000Z,2023-04-08T15:45:04.972000Z,2023-04-12T16:10:04.100000,2023-04-08T15:45:06.286867Z,1265,C12OLERP,2026,Texas (TX),"English, Spanish",44,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
6431879620e2ee8a362931cc,628678ca852c5ee97a800552,APPROVED,2023-04-08T15:27:19.360000Z,2023-04-08T16:24:37.675000Z,2023-04-12T16:10:04.267000,2023-04-08T16:24:38.061320Z,3439,C12OLERP,1238,Iowa (IA),"English, French",37,Female,White,United States,United States,United States,English,Yes,Full-Time
6431879dccf697891e8d92d8,62f74546cc93645a90f5a91d,APPROVED,2023-04-08T15:26:40.546000Z,2023-04-08T16:03:30.794000Z,2023-04-12T16:10:04.444000,2023-04-08T16:03:31.152197Z,2211,C12OLERP,359,North Carolina (NC),English,54,Male,White,United States,United States,United States,English,No,Full-Time
643187f6787666b670931930,6400f39eece4224bfb47807e,RETURNED,2023-04-08T15:27:53.488000Z,2023-04-08T15:29:06.661000Z,,2023-04-08T15:29:07.061000Z,,NOCODE,383,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
643188249f32dfee92227827,5bdfb648484288000130dad0,APPROVED,2023-04-08T15:29:31.008000Z,2023-04-08T17:15:56.084000Z,2023-04-12T16:10:04.622000,2023-04-08T17:15:56.440643Z,6386,C12OLERP,3145,Kentucky (KY),English,30,Male,White,United States,United States,United States,English,No,Full-Time
643188cc7fb63be03af0218a,6278700097208c3f1b717481,APPROVED,2023-04-08T15:31:29.929000Z,2023-04-08T16:03:57.879000Z,2023-04-12T16:10:04.797000,2023-04-08T16:03:58.472246Z,1948,C12OLERP,1665,Washington (WA),English,32,Female,White,Canada,United States,United States,English,No,Full-Time
6431893001d2bb523bf48b7e,5e66d4098a31c74594dab25a,APPROVED,2023-04-08T15:33:07.555000Z,2023-04-08T16:11:13.764000Z,2023-04-12T16:10:04.961000,2023-04-08T16:11:14.164964Z,2287,C12OLERP,1272,Washington (WA),English,27,Female,White,United States,United States,United States,English,No,Full-Time
643189965bb12836aa90d3e8,614f4b52dd9b35160ab95af5,APPROVED,2023-04-08T15:34:52.357000Z,2023-04-08T16:09:58.158000Z,2023-04-12T16:10:05.121000,2023-04-08T16:09:58.505299Z,2106,C12OLERP,415,Texas (TX),English,41,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
643189dd3ccad06ffbeb6cb2,6064a0185b9ce0ca98b5e791,APPROVED,2023-04-08T15:36:00.772000Z,2023-04-08T16:17:58.739000Z,2023-04-12T16:10:05.283000,2023-04-08T16:17:59.150303Z,2518,C12OLERP,1014,Texas (TX),English,39,Female,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64318a06a45ac1bb534c253a,5e3d8d90de328d044e7c6ffb,APPROVED,2023-04-08T15:36:59.277000Z,2023-04-08T16:54:55.096000Z,2023-04-12T16:10:05.443000,2023-04-08T16:54:55.538734Z,4676,C12OLERP,3372,Texas (TX),English,36,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64318a0d2dffb51b8049c0e4,5d3695969749cc00165c222f,APPROVED,2023-04-08T15:36:47.440000Z,2023-04-08T16:05:32.816000Z,2023-04-12T16:10:05.597000,2023-04-08T16:05:33.838656Z,1726,C12OLERP,4158,Texas (TX),English,27,Male,White,United States,United States,United States,English,No,Full-Time
64318a4ea735ee60a103cb33,62d0a258e5efefa14eb29647,APPROVED,2023-04-08T15:38:21.573000Z,2023-04-08T16:26:45.258000Z,2023-04-12T16:10:05.760000,2023-04-08T16:26:45.647987Z,2904,C12OLERP,1537,Iowa (IA),English,43,Male,White,Germany,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64318a70ec9fdbdad34c2530,62952201fa2b4996b7a66f3d,APPROVED,2023-04-08T15:42:07.233000Z,2023-04-08T16:28:43.190000Z,2023-04-12T16:10:05.916000,2023-04-08T16:28:43.559779Z,2796,C12OLERP,1221,Texas (TX),English,63,Male,White,United States,United States,United States,English,No,Part-Time
64318b46c8a8a732cbc01aa1,5ea991e27223d90d857bc4a6,APPROVED,2023-04-08T15:42:22.539000Z,2023-04-08T16:40:02.279000Z,2023-04-12T16:10:06.073000,2023-04-08T16:40:02.596530Z,3460,C12OLERP,563,Texas (TX),English,30,Female,White,United States,United States,United States,English,Yes,Full-Time
64318b6f41236d68c4f8da83,606479c20b621e3a22d6c0d5,APPROVED,2023-04-08T15:43:32.130000Z,2023-04-08T16:32:40.965000Z,2023-04-12T16:10:06.237000,2023-04-08T16:32:41.291595Z,2949,C12OLERP,3917,Kentucky (KY),English,57,Male,White,United States,United States,United States,English,No,Full-Time
64318c3a64f2ece9d09bc308,604bd44cb5668ba12cc9376e,APPROVED,2023-04-08T15:46:21.820000Z,2023-04-08T17:22:37.379000Z,2023-04-12T16:10:06.507000,2023-04-08T17:22:37.734273Z,5776,C12OLERP,3165,Iowa (IA),English,74,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64318c6f71df8d06568d92ce,634027f949aab36bf66b50a3,APPROVED,2023-04-08T15:47:24.609000Z,2023-04-08T16:21:27.037000Z,2023-04-12T16:10:06.787000,2023-04-08T16:21:27.374958Z,2043,C12OLERP,1335,Texas (TX),English,36,Male,White,United States,United States,United States,English,No,Full-Time
64318cab79dcbdd260c11d53,5e8804c63ac81448c5ab0fa5,APPROVED,2023-04-08T15:48:01.118000Z,2023-04-08T16:11:49.771000Z,2023-04-12T16:10:06.965000,2023-04-08T16:11:50.277501Z,1429,C12OLERP,3396,Washington (WA),English,74,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64318cb9871990c24049c0c8,6154b0b9c638eb2b8b147def,APPROVED,2023-04-08T15:48:14.317000Z,2023-04-08T17:20:24.797000Z,2023-04-12T16:10:07.155000,2023-04-08T17:20:26.559086Z,5531,C12OLERP,315,Texas (TX),English,34,Female,Black,United States,United States,United States,English,No,Full-Time
64318ce47e3b5cff25396d9c,62bdad093f129a724c4dd7b2,APPROVED,2023-04-08T15:49:20.443000Z,2023-04-08T16:26:09.794000Z,2023-04-12T16:10:07.323000,2023-04-08T16:26:10.158156Z,2210,C12OLERP,1337,Washington (WA),English,30,Male,White,United States,United States,United States,English,No,Full-Time
64318cfc741dfbc26f3bb041,5e63e24eaf3bd51660031dbe,APPROVED,2023-04-08T15:49:26.740000Z,2023-04-08T16:26:20.858000Z,2023-04-12T16:10:07.515000,2023-04-08T16:26:21.200025Z,2215,C12OLERP,4496,Texas (TX),English,37,Male,White,United States,United States,United States,English,Yes,Full-Time
64318cff353e45404803cad0,60c969c12749ced10866921d,APPROVED,2023-04-08T15:49:19.070000Z,2023-04-08T16:03:53.490000Z,2023-04-12T16:10:07.693000,2023-04-08T16:03:53.824825Z,875,C12OLERP,1070,Texas (TX),English,60,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
64318d1359f5f2c9b1d61ef2,63d5e3bf4a739d1158b9ce64,APPROVED,2023-04-08T15:49:49.700000Z,2023-04-08T16:25:32.702000Z,2023-04-12T16:10:07.882000,2023-04-08T16:25:33.088634Z,2144,C12OLERP,577,Kentucky (KY),English,34,Female,White,United States,United States,United States,English,No,Full-Time
64318d20d84abbc8549c4372,5c4af67cdccaa800016b3192,APPROVED,2023-04-08T15:49:52.361000Z,2023-04-08T16:32:10.647000Z,2023-04-12T16:10:08.082000,2023-04-08T16:32:11.071795Z,2539,C12OLERP,5886,North Carolina (NC),English,41,Male,White,United States,United States,United States,English,Yes,Full-Time
64318dcf0e7e1a619c2044f7,5fee0c90eb52700cd9752702,APPROVED,2023-04-08T15:52:53.787000Z,2023-04-08T17:08:17.159000Z,2023-04-12T16:10:08.272000,2023-04-08T17:08:18.169751Z,4524,C12OLERP,2545,Texas (TX),English,50,Female,White,United States,United States,United States,English,Yes,Full-Time
64318dfffa7fc61e2e3bb062,627121bbdd4e39bcc0a0079f,APPROVED,2023-04-08T15:58:46.228000Z,2023-04-08T17:50:40.643000Z,2023-04-12T16:10:08.489000,2023-04-08T17:50:41.023348Z,6715,C12OLERP,1891,North Carolina (NC),English,45,Female,White,United States,United States,United States,English,No,Part-Time
64318e1dfd990e94614c24f1,5b0ad393e9270900013b96e6,APPROVED,2023-04-08T15:54:12.666000Z,2023-04-08T16:36:11.019000Z,2023-04-12T16:10:08.707000,2023-04-08T16:36:11.431771Z,2519,C12OLERP,2800,Washington (WA),English,56,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64318e2306b6094c6bdbcad7,5e14d563c4e155ae93907ae1,APPROVED,2023-04-08T15:54:11.659000Z,2023-04-08T16:50:31.936000Z,2023-04-12T16:10:08.889000,2023-04-08T16:50:33.301149Z,3381,C12OLERP,4541,North Carolina (NC),English,48,Male,White,United States,United States,United States,Greek,No,Part-Time
64318e326297384c69967c67,5bed01c8306ec30001fb80e2,APPROVED,2023-04-08T15:54:31.706000Z,2023-04-08T16:43:58.849000Z,2023-04-12T16:10:09.071000,2023-04-08T16:43:59.265467Z,2968,C12OLERP,3001,Kentucky (KY),"Croatian, Serbian, English",38,Female,White,United States,United States,United States,English,Yes,Full-Time
64318e448456f246ca2dd85f,5eb960c022781303ab1ca871,APPROVED,2023-04-08T15:54:54.603000Z,2023-04-08T16:43:47.480000Z,2023-04-12T16:10:09.230000,2023-04-08T16:43:51.925417Z,2933,C12OLERP,1632,Wisconsin (WI),English,26,Male,Black,United States,United States,United States,English,No,Full-Time
64318e47e282865b93bad06b,62d0880f5ba6d972d1bfc63c,APPROVED,2023-04-08T15:56:47.246000Z,2023-04-08T16:36:24.972000Z,2023-04-12T16:10:09.395000,2023-04-08T16:36:25.374689Z,2378,C12OLERP,1747,North Carolina (NC),English,70,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64318e56d741d3e0e9396da8,63f7d3c7775c7856bc362327,APPROVED,2023-04-08T15:55:05.614000Z,2023-04-08T16:40:24.744000Z,2023-04-12T16:10:09.566000,2023-04-08T16:40:25.123028Z,2720,C12OLERP,249,North Carolina (NC),English,66,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
64318ec232e5f1664990482f,603812a895e00018d3ef4e6a,APPROVED,2023-04-08T15:56:55.761000Z,2023-04-08T16:26:12.421000Z,2023-04-12T16:10:09.737000,2023-04-08T16:26:12.927123Z,1757,C12OLERP,134,Idaho (ID),English,25,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
64318f42d1677b4d7c9318cd,5dc483cf74939e34e55c3619,APPROVED,2023-04-08T16:00:05.323000Z,2023-04-08T16:34:53.653000Z,2023-04-12T16:10:09.902000,2023-04-08T16:34:54.464891Z,2089,C12OLERP,4823,Washington (WA),"English, Spanish",72,Male,White,United States,United States,United States,English,No,Part-Time
64318f4baa4433c39dd61eee,5e0e1f62814bba56ea1a86dd,APPROVED,2023-04-08T15:59:07.130000Z,2023-04-08T17:47:30.424000Z,2023-04-12T16:10:10.080000,2023-04-08T17:47:30.773720Z,6504,C12OLERP,346,Texas (TX),English,34,Male,DATA_EXPIRED,United States,United States,United States,English,No,DATA_EXPIRED
64318f629a8a87e87248e8d5,6316c38449466a362ee07be9,APPROVED,2023-04-08T15:59:37.496000Z,2023-04-08T16:44:21.610000Z,2023-04-12T16:10:10.246000,2023-04-08T16:44:22.000535Z,2685,C12OLERP,911,North Carolina (NC),English,19,Male,White,United States,United States,United States,English,Yes,Part-Time
64318f63d5e611ee4f2baf96,5f3153a6180dcf0d8dd72a45,APPROVED,2023-04-08T15:59:31.975000Z,2023-04-08T17:26:15.521000Z,2023-04-12T16:10:10.457000,2023-04-08T17:26:15.935164Z,5204,C12OLERP,3405,Texas (TX),English,39,Male,White,United States,United States,United States,English,No,Full-Time
64318f667b49d1c9309bc2cb,637d58b9dd14dc68ba68920a,APPROVED,2023-04-08T15:59:40.772000Z,2023-04-08T17:06:40.271000Z,2023-04-12T16:10:10.659000,2023-04-08T17:06:40.691491Z,4020,C12OLERP,955,Iowa (IA),English,49,Male,White,United States,United States,United States,English,Yes,Full-Time
64318f7ae9acc21b2bf154c5,5e669db9ef9fad4172c7c086,APPROVED,2023-04-08T15:59:58.983000Z,2023-04-08T16:45:22.732000Z,2023-04-12T16:10:10.825000,2023-04-08T16:45:23.257747Z,2724,C12OLERP,233,Texas (TX),English,28,Male,Mixed,United States,United States,United States,English,No,Full-Time
64318f84fa80806a05eb6c98,5fc1c035ac92312b4c2e6bab,APPROVED,2023-04-08T16:00:07.473000Z,2023-04-08T16:30:01.631000Z,2023-04-12T16:10:10.989000,2023-04-08T16:30:02.064950Z,1795,C12OLERP,1342,North Carolina (NC),English,30,Female,White,United States,United States,United States,English,DATA_EXPIRED,Part-Time
64318f9b7c77682122f48ba3,615bb35e52d50aa9a2ae6747,APPROVED,2023-04-08T16:01:24.799000Z,2023-04-08T16:50:10.876000Z,2023-04-12T16:10:11.159000,2023-04-08T16:50:12.204329Z,2927,C12OLERP,2920,Arkansas (AR),English,44,Female,White,United States,United States,United States,English,No,Part-Time
64318f9cd1677b4d7c9318d2,63e64959bf1cb4617fa269e5,APPROVED,2023-04-08T16:03:15.530000Z,2023-04-08T16:44:26.078000Z,2023-04-12T16:10:11.760000,2023-04-08T16:44:26.457922Z,2471,C12OLERP,506,North Carolina (NC),English,56,Male,White,United States,United States,United States,English,No,Full-Time
64318fad123df6913dc11d23,63bf40687b33e43442effb9b,APPROVED,2023-04-08T16:01:25.950000Z,2023-04-08T17:22:35.491000Z,2023-04-12T16:10:11.917000,2023-04-08T17:22:35.898796Z,4870,C12OLERP,749,Kentucky (KY),English,41,Male,White,United States,United States,United States,English,No,Full-Time
64318fb433175d74b7f68b47,628e0063fa56e316da2a71cb,APPROVED,2023-04-08T16:01:00.034000Z,2023-04-08T16:49:22.432000Z,2023-04-12T16:10:12.088000,2023-04-08T16:49:22.992045Z,2903,C12OLERP,1698,Wisconsin (WI),English,48,Male,White,United States,United States,United States,English,No,Other
64318fc438c69544b74c251e,63ea5b695d3f16b10c21a530,APPROVED,2023-04-08T16:01:51.849000Z,2023-04-08T16:50:49.436000Z,2023-04-12T16:10:12.263000,2023-04-08T16:50:49.860315Z,2938,C12OLERP,417,North Carolina (NC),English,45,Male,White,United Kingdom,United States,United States,English,No,Full-Time
64318fc735a76d64ca494480,5ecc6ffce3ca77849333e83e,APPROVED,2023-04-08T16:01:14.978000Z,2023-04-08T16:52:02.098000Z,2023-04-12T16:10:12.421000,2023-04-08T16:52:02.507424Z,3048,C12OLERP,3832,Texas (TX),English,DATA_EXPIRED,Male,Asian,Australia,United States,United States,English,No,Full-Time
64318fdac9f4296ad74944a2,5b72d1b972a6fc0001b2abc2,APPROVED,2023-04-08T16:01:30.398000Z,2023-04-08T16:41:19.086000Z,2023-04-12T16:10:12.580000,2023-04-08T16:41:20.655490Z,2389,C12OLERP,2340,Texas (TX),"English, Spanish",28,Male,White,United States,United States,United States,English,No,Full-Time
6431900e18c25dc43512fb0e,614f3f044ab295ed97809caa,APPROVED,2023-04-08T16:03:02.491000Z,2023-04-08T16:45:02.530000Z,2023-04-12T16:10:12.745000,2023-04-08T16:45:02.911470Z,2521,C12OLERP,2437,North Carolina (NC),"English, Hindi, Tamil, Gujarati, Punjabi, Spanish",41,Male,Asian,India,United States,United States,English,No,Full-Time
6431904a9d4939e2022baf4c,5c2bb03b9fb36d000198e2d7,APPROVED,2023-04-08T16:03:53.064000Z,2023-04-08T16:40:16.108000Z,2023-04-12T16:10:12.903000,2023-04-08T16:40:16.802906Z,2184,C12OLERP,773,Texas (TX),English,25,Male,White,United States,United States,United States,English,No,Full-Time
6431905de75f5a7e8f396dd5,614662c1c31697525616534f,APPROVED,2023-04-08T16:03:44.801000Z,2023-04-08T16:43:49.511000Z,2023-04-12T16:10:13.072000,2023-04-08T16:43:49.902969Z,2405,C12OLERP,3845,Texas (TX),English,60,Male,White,United States,United States,United States,English,No,Full-Time
643190a60fe3a8c857227821,6108688a0dab4b6622af82e9,APPROVED,2023-04-08T16:05:01.599000Z,2023-04-08T16:35:52.675000Z,2023-04-12T16:10:13.243000,2023-04-08T16:35:53.067137Z,1852,C12OLERP,2773,Texas (TX),English,58,Female,White,United States,United States,United States,English,No,Full-Time
643190a89f54c1f89ff021a0,6405feae7d6321bfaaf793e8,APPROVED,2023-04-08T16:05:00.942000Z,2023-04-08T16:43:34.635000Z,2023-04-12T16:10:13.408000,2023-04-08T16:43:48.346499Z,2314,C12OLERP,259,Wisconsin (WI),English,34,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
643190baf097cea9d17a872e,5994ce3dc825cf0001d7dd2d,APPROVED,2023-04-08T16:05:18.231000Z,2023-04-08T16:39:47.189000Z,2023-04-12T16:10:13.557000,2023-04-08T16:39:47.574937Z,2069,C12OLERP,4468,Idaho (ID),English,73,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
643190e32f51473d3190d36e,60fde7eb8e3e931f2e24dbe0,APPROVED,2023-04-08T16:12:08.020000Z,2023-04-08T18:40:00.758000Z,2023-04-12T16:10:13.719000,2023-04-08T18:40:01.158543Z,8873,C12OLERP,560,North Carolina (NC),"French, English",21,Female,White,United States,United States,United States,English,Yes,Other
643190e5c5f1229c4897709a,63ea6e6d78fced1e97a149c8,APPROVED,2023-04-08T16:06:06.676000Z,2023-04-08T16:53:34.278000Z,2023-04-12T16:10:13.894000,2023-04-08T16:53:34.823245Z,2848,C12OLERP,288,Iowa (IA),English,35,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
643190eb6cbf8a309ef8daf0,6404f184dffe93798dca0f5f,APPROVED,2023-04-08T16:06:11.126000Z,2023-04-08T17:09:25.926000Z,2023-04-12T16:10:14.079000,2023-04-08T17:09:26.248806Z,3795,C12OLERP,305,North Carolina (NC),English,59,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
6431910ae289044a7a2045ae,5c0245f0a9d1ef00011816ea,APPROVED,2023-04-08T16:06:34.051000Z,2023-04-08T16:57:14.972000Z,2023-04-12T16:10:14.256000,2023-04-08T16:57:15.303466Z,3041,C12OLERP,371,Texas (TX),English,32,Male,White,United States,United States,United States,English,No,Full-Time
643191539d4939e2022baf79,61fa94df5719bc09cb835064,APPROVED,2023-04-08T16:08:24.510000Z,2023-04-08T16:54:00.821000Z,2023-04-12T16:10:14.436000,2023-04-08T16:54:01.210112Z,2737,C12OLERP,2672,Indiana (IN),English,49,Male,White,United States,United States,United States,English,No,Full-Time
6431915cda2abf9d4e2dd818,610713aeac4904cc5d90e76d,APPROVED,2023-04-08T16:08:00.211000Z,2023-04-08T16:45:17.472000Z,2023-04-12T16:10:14.614000,2023-04-08T16:45:17.868240Z,2238,C12OLERP,1098,Washington (WA),English,41,Male,Other,United States,United States,United States,English,No,Full-Time
64319185fd7da2cabbf021a7,637cef64a7b9fcc38ac1425c,APPROVED,2023-04-08T16:08:51.942000Z,2023-04-08T16:50:14.720000Z,2023-04-12T16:10:14.813000,2023-04-08T16:50:15.118214Z,2483,C12OLERP,695,Kentucky (KY),English,48,Male,Black,United States,United States,United States,English,Yes,Full-Time
643191cacced89d32af748f6,638fdf87700dd1228bade2e1,APPROVED,2023-04-08T16:09:46.436000Z,2023-04-08T17:53:38.800000Z,2023-04-12T16:10:15.009000,2023-04-08T17:53:39.121257Z,6233,C12OLERP,924,Iowa (IA),English,69,Male,White,United States,United States,United States,English,Yes,Full-Time
643192096027d466ecf8daa3,6098164e4c37ed73ca9c74f5,APPROVED,2023-04-08T16:10:55.321000Z,2023-04-08T16:44:27.161000Z,2023-04-12T16:10:15.184000,2023-04-08T16:44:27.535535Z,2012,C12OLERP,1832,Washington (WA),English,20,Female,White,United States,United States,United States,English,Yes,Part-Time
6431922039fade3e77f74910,59e7477e3e4b5a00016aa4d2,APPROVED,2023-04-08T16:11:16.898000Z,2023-04-08T16:48:40.741000Z,2023-04-12T16:10:15.344000,2023-04-08T16:48:41.146496Z,2244,C12OLERP,4243,North Carolina (NC),English,58,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
6431922216a7415e1a396e22,5dcf4136cf8e7e086ea019e4,APPROVED,2023-04-08T16:11:46.338000Z,2023-04-08T16:54:26.364000Z,2023-04-12T16:10:15.506000,2023-04-08T16:54:26.670160Z,2561,C12OLERP,4378,North Carolina (NC),English,55,Female,White,United States,United States,United States,English,No,Part-Time
6431923f862b27f8e10de8d3,5bbd74b16f41680001ce5cdf,APPROVED,2023-04-08T16:12:50.215000Z,2023-04-08T17:24:13.559000Z,2023-04-12T16:10:15.787000,2023-04-08T17:24:13.918190Z,4284,C12OLERP,1043,Texas (TX),English,44,Female,White,United States,United States,United States,English,No,Full-Time
6431928a6a7c0d6f0cf600c0,5c7b23486babcb000184f1f1,APPROVED,2023-04-08T16:13:20.161000Z,2023-04-08T17:05:57.385000Z,2023-04-12T16:10:15.962000,2023-04-08T17:05:58.133320Z,3158,C12OLERP,40,Kentucky (KY),English,51,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
643192bbbab5a813d79bc2fe,5ffd055afa9eac21f6e8bc6f,APPROVED,2023-04-08T16:14:46.921000Z,2023-04-08T16:50:29.694000Z,2023-04-12T16:10:16.143000,2023-04-08T16:50:30.108826Z,2143,C12OLERP,1780,Indiana (IN),English,63,Female,White,United States,United States,United States,English,No,Full-Time
643192cecf0f727db04944bb,5a78b8355292b800012284ca,APPROVED,2023-04-08T16:14:29.887000Z,2023-04-08T16:45:20.258000Z,2023-04-12T16:10:16.326000,2023-04-08T16:45:20.617021Z,1851,C12OLERP,2368,Iowa (IA),English,50,Female,White,United States,United States,United States,English,No,Full-Time
643192d46f49d41650c11d1c,5e29dc4721a5f20481c70274,APPROVED,2023-04-08T16:15:24.228000Z,2023-04-08T16:48:44.560000Z,2023-04-12T16:10:16.506000,2023-04-08T16:48:44.956415Z,2001,C12OLERP,2732,Kentucky (KY),English,39,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6431934650ddd0d44ab10724,5f5c4b9c062e0f43a15ed050,APPROVED,2023-04-08T16:16:20.498000Z,2023-04-08T17:05:16.698000Z,2023-04-12T16:10:16.675000,2023-04-08T17:05:19.838326Z,2937,C12OLERP,2280,Washington (WA),English,33,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
