"var_name","scale_prefix","item_suffix","var_class","item_type","ori_name"
"promptwb_03_time_first_click","promptwb","03_time_first_click","numeric","prompt_meta","PromptWB_3_time_First_Click"
"promptwb_03_time_last_click","promptwb","03_time_last_click","numeric","prompt_meta","PromptWB_3_time_Last_Click"
"promptwb_03_time_page_submit","promptwb","03_time_page_submit","numeric","prompt_meta","PromptWB_3_time_Page_Submit"
"promptwb_03_time_click_count","promptwb","03_time_click_count","integer","prompt_meta","PromptWB_3_time_Click_Count"
"promptwb_04_confirm","promptwb","04_confirm","factor","prompt_meta","PromptWB_4_confirm"
"promptwb_04_time_first_click","promptwb","04_time_first_click","numeric","prompt_meta","PromptWB_4_time_First_Click"
"promptwb_04_time_last_click","promptwb","04_time_last_click","numeric","prompt_meta","PromptWB_4_time_Last_Click"
"promptwb_04_time_page_submit","promptwb","04_time_page_submit","numeric","prompt_meta","PromptWB_4_time_Page_Submit"
"promptwb_04_time_click_count","promptwb","04_time_click_count","integer","prompt_meta","PromptWB_4_time_Click_Count"
"promptwb_05_confirm","promptwb","05_confirm","factor","prompt_meta","PromptWB_5_confirm"
"promptwb_05_time_first_click","promptwb","05_time_first_click","numeric","prompt_meta","PromptWB_5_time_First_Click"
