Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
63a3929465d1362a35f2e9c7,60255cc2f0319509011ac0a8,APPROVED,2022-12-21T23:11:26.866000Z,2022-12-21T23:49:07.149000Z,2022-12-22T05:49:04.788000,2022-12-21T23:49:07.533959Z,2261,CEIIGKEB,645,English,42,Female,White,United States,United States,United States,English,No,Part-Time
63a39297a010108e6f438ee2,5e14d563c4e155ae93907ae1,APPROVED,2022-12-21T23:11:19.730000Z,2022-12-22T00:00:50.510000Z,2022-12-22T05:49:04.887000,2022-12-22T00:02:54.414531Z,2971,CEIIGKEB,3868,English,47,Male,White,United States,United States,United States,Greek,No,Part-Time
63a393c759d8b1fd79d9c2da,60949e11d256bfd13a19d9c2,APPROVED,2022-12-21T23:16:29.100000Z,2022-12-21T23:43:25.785000Z,2022-12-22T05:49:04.983000,2022-12-21T23:43:26.196599Z,1617,CEIIGKEB,7,English,32,Male,White,United States,United States,United States,English,Yes,Full-Time
63a393d939a37dfdf560406b,5dd36bbae426bd3650e2c807,APPROVED,2022-12-21T23:16:50.771000Z,2022-12-21T23:47:44.364000Z,2022-12-22T05:49:05.083000,2022-12-21T23:47:44.762917Z,1854,CEIIGKEB,426,English,29,Female,White,United States,United States,United States,English,Yes,Full-Time
63a39418ba16712a18e73c25,5b0cb441444cef0001ca5fbd,APPROVED,2022-12-21T23:17:47.824000Z,2022-12-21T23:42:39.936000Z,2022-12-22T05:49:05.191000,2022-12-21T23:42:40.330473Z,1493,CEIIGKEB,575,English,38,Male,White,United States,United States,United States,English,No,Full-Time
63a3944e97ccf43ae3e73c1f,62cdd40d1b2793efe13fd204,APPROVED,2022-12-21T23:21:30.456000Z,2022-12-22T00:48:10.207000Z,2022-12-22T06:07:06.431000,2022-12-22T00:48:10.535248Z,5200,CEIIGKEB,627,English,33,Female,White,United States,United States,United States,English,No,Part-Time
63a39454d3211a6569a3ddb6,60fe3f623a905f955c654cb5,APPROVED,2022-12-21T23:18:47.619000Z,2022-12-21T23:37:20.042000Z,2022-12-22T05:49:05.290000,2022-12-21T23:37:20.465156Z,1113,CEIIGKEB,2947,English,37,Female,White,United States,United States,United States,English,No,Full-Time
63a3945680f00f113f00e7de,5f6f94b6a81f8810adab3d1f,APPROVED,2022-12-21T23:18:52.534000Z,2022-12-22T00:06:29.570000Z,2022-12-22T05:49:05.383000,2022-12-22T00:06:30.006522Z,2858,CEIIGKEB,53,English,30,Female,White,United States,United States,United States,English,No,Part-Time
63a39496d3211a6569a3ddbc,5fc6f4cff3df11159190cbef,APPROVED,2022-12-21T23:19:54.766000Z,2022-12-21T23:39:09.425000Z,2022-12-22T05:49:05.478000,2022-12-21T23:39:10.805804Z,1155,CEIIGKEB,441,English,24,Prefer not to say,White,United States,United States,United States,English,No,Full-Time
63a3949dbc82d95482d91633,631c26a9aca573805b1907d9,APPROVED,2022-12-21T23:20:04.849000Z,2022-12-22T00:15:45.105000Z,2022-12-22T05:49:05.573000,2022-12-22T00:15:45.539591Z,3341,CEIIGKEB,271,English,20,Male,Black,United States,United States,United States,English,Yes,Unemployed (and job seeking)
63a394bec3cf89622af2e9a8,55dc93e950a1f7000e90d61a,APPROVED,2022-12-21T23:20:34.194000Z,2022-12-21T23:50:52.215000Z,2022-12-22T05:49:05.668000,2022-12-21T23:50:52.631003Z,1819,CEIIGKEB,492,English,34,Female,White,United States,United States,United States,English,No,Full-Time
63a394c7d467a469930b8d29,62b21265a3b5b67b0f8ae791,APPROVED,2022-12-21T23:20:43.310000Z,2022-12-22T00:29:11.783000Z,2022-12-22T05:49:05.779000,2022-12-22T00:29:12.201576Z,4109,CEIIGKEB,995,English,33,Male,Black,United States,United States,United States,English,No,Full-Time
